Total Slots,Occupied Slots,Available Slots,Timestamp
11,7,3,2026-04-12 15:58:45
11,8,2,2026-04-12 15:58:46
11,8,2,2026-04-12 15:58:47
11,8,2,2026-04-12 15:58:48
11,7,3,2026-04-12 15:58:49
11,8,2,2026-04-12 15:58:50
11,8,2,2026-04-12 15:58:51
11,8,2,2026-04-12 15:58:52
11,8,2,2026-04-12 15:58:53
11,8,2,2026-04-12 15:58:54
11,7,3,2026-04-12 15:58:55
11,7,3,2026-04-12 15:58:56
11,7,3,2026-04-12 15:58:57
11,8,2,2026-04-13 10:52:15
11,8,2,2026-04-13 10:52:16
11,8,2,2026-04-13 10:52:17
11,8,2,2026-04-13 10:52:18
11,8,2,2026-04-13 10:52:19
11,8,2,2026-04-13 10:52:20
11,8,2,2026-04-13 10:52:21
11,8,2,2026-04-13 10:52:22
11,8,2,2026-04-13 10:52:23
11,7,3,2026-04-13 10:52:24
11,8,2,2026-04-13 10:52:25
11,7,3,2026-04-13 10:57:21
11,7,3,2026-04-13 10:57:22
11,7,3,2026-04-13 10:57:23
11,7,3,2026-04-13 10:57:24
11,7,3,2026-04-13 10:57:25
11,7,3,2026-04-13 10:57:26
11,7,3,2026-04-13 10:57:27
11,7,3,2026-04-13 10:57:28
11,7,3,2026-04-13 10:57:29
11,7,3,2026-04-13 10:57:30
11,7,3,2026-04-13 10:57:31
11,7,3,2026-04-13 10:57:32
11,7,3,2026-04-13 10:57:33
11,7,3,2026-04-13 10:57:34
11,7,3,2026-04-13 10:57:35
11,7,3,2026-04-13 10:57:36
11,7,3,2026-04-13 10:57:37
11,7,3,2026-04-13 10:57:38
11,7,3,2026-04-13 10:57:39
11,7,3,2026-04-13 10:57:40
11,7,3,2026-04-13 10:57:41
11,7,3,2026-04-13 10:57:42
11,7,3,2026-04-13 10:57:43
11,8,2,2026-04-13 11:13:06
11,8,2,2026-04-13 11:13:07
11,8,2,2026-04-13 11:13:08
11,8,2,2026-04-13 11:13:09
11,8,2,2026-04-13 11:13:10
11,8,2,2026-04-13 11:13:11
11,8,2,2026-04-13 11:13:12
11,8,2,2026-04-13 11:13:13
11,8,2,2026-04-13 11:13:14
11,8,2,2026-04-13 11:13:15
11,8,2,2026-04-13 11:13:16
11,8,2,2026-04-13 11:13:17
11,8,2,2026-04-13 11:13:18
11,8,2,2026-04-13 11:13:19
11,8,2,2026-04-13 11:13:20
11,8,2,2026-04-13 11:13:21
11,8,2,2026-04-13 11:13:22
11,8,2,2026-04-13 11:13:23
11,8,2,2026-04-13 11:13:24
11,8,2,2026-04-13 11:13:25
11,8,2,2026-04-13 11:13:26
11,8,2,2026-04-13 11:13:27
11,8,2,2026-04-13 11:13:28
11,9,1,2026-04-13 11:13:29
11,10,0,2026-04-13 11:13:30
11,8,2,2026-04-13 11:13:31
11,8,2,2026-04-13 11:13:32
11,8,2,2026-04-13 11:13:33
11,8,2,2026-04-13 11:13:34
11,8,2,2026-04-13 11:13:35
11,9,1,2026-04-13 11:13:36
11,9,1,2026-04-13 11:13:37
11,9,1,2026-04-13 11:13:38
11,9,1,2026-04-13 11:13:39
11,9,1,2026-04-13 11:13:40
11,9,1,2026-04-13 11:13:41
11,9,1,2026-04-13 11:13:42
11,9,1,2026-04-13 11:13:43
11,9,1,2026-04-13 11:13:44
11,9,1,2026-04-13 11:13:45
11,9,1,2026-04-13 11:13:46
11,9,1,2026-04-13 11:13:47
11,9,1,2026-04-13 11:13:48
11,9,1,2026-04-13 11:13:49
11,9,1,2026-04-13 11:13:50
11,9,1,2026-04-13 11:13:51
11,9,1,2026-04-13 11:13:52
11,0,10,2026-04-13 11:55:10
11,0,10,2026-04-13 11:55:11
11,0,10,2026-04-13 11:55:12
11,0,10,2026-04-13 11:55:13
11,0,10,2026-04-13 11:55:14
11,0,10,2026-04-13 11:55:15
11,0,10,2026-04-13 11:55:16
11,0,10,2026-04-13 11:55:17
11,0,10,2026-04-13 11:55:18
11,0,10,2026-04-13 11:55:19
11,0,10,2026-04-13 11:55:21
11,0,10,2026-04-13 11:55:21
11,0,10,2026-04-13 11:55:22
11,0,10,2026-04-13 11:55:23
11,0,10,2026-04-13 11:55:24
11,0,10,2026-04-13 11:55:25
11,0,10,2026-04-13 11:55:26
11,0,10,2026-04-13 11:55:27
11,0,10,2026-04-13 11:55:28
11,0,10,2026-04-13 11:55:29
11,0,10,2026-04-13 11:55:30
11,1,9,2026-04-13 11:55:31
11,1,9,2026-04-13 11:55:32
11,1,9,2026-04-13 11:55:33
11,1,9,2026-04-13 11:55:34
11,1,9,2026-04-13 11:55:35
11,1,9,2026-04-13 11:55:36
11,1,9,2026-04-13 12:04:51
11,1,9,2026-04-13 12:04:52
11,1,9,2026-04-13 12:04:53
11,1,9,2026-04-13 12:04:55
11,1,9,2026-04-13 12:04:56
11,1,9,2026-04-13 12:04:57
11,1,9,2026-04-13 12:04:58
11,1,9,2026-04-13 12:04:59
11,1,9,2026-04-13 12:05:00
11,1,9,2026-04-13 12:05:01
11,1,9,2026-04-13 12:05:02
11,1,9,2026-04-13 12:05:03
11,1,9,2026-04-13 12:05:04
11,1,9,2026-04-13 12:05:05
11,1,9,2026-04-13 12:05:06
11,2,8,2026-04-13 12:05:07
11,2,8,2026-04-13 12:05:08
11,2,8,2026-04-13 12:05:09
11,2,8,2026-04-13 12:05:10
11,2,8,2026-04-13 12:05:11
11,2,8,2026-04-13 12:05:12
11,2,8,2026-04-13 12:05:13
11,2,8,2026-04-13 12:05:14
11,2,8,2026-04-13 12:05:15
11,2,8,2026-04-13 12:05:16
11,2,8,2026-04-13 12:05:17
11,2,8,2026-04-13 12:05:18
11,2,8,2026-04-13 12:05:19
11,2,8,2026-04-13 12:05:20
11,2,8,2026-04-13 12:05:21
11,2,8,2026-04-13 12:05:22
11,2,8,2026-04-13 12:05:23
11,2,8,2026-04-13 12:05:24
11,2,8,2026-04-13 12:05:25
11,2,8,2026-04-13 12:05:26
11,2,8,2026-04-13 12:05:27
11,2,8,2026-04-13 12:05:28
11,2,8,2026-04-13 12:05:29
11,2,8,2026-04-13 12:05:30
11,2,8,2026-04-13 12:05:31
11,3,7,2026-04-13 12:05:33
11,2,8,2026-04-13 12:05:34
11,3,7,2026-04-13 12:05:35
11,3,7,2026-04-13 12:05:36
11,3,7,2026-04-13 12:05:37
11,3,7,2026-04-13 12:05:38
11,2,8,2026-04-13 12:05:39
11,2,8,2026-04-13 12:05:40
11,2,8,2026-04-13 12:05:41
11,3,7,2026-04-13 12:05:42
11,3,7,2026-04-13 12:05:43
11,3,7,2026-04-13 12:05:44
11,4,6,2026-04-13 12:05:45
11,4,6,2026-04-13 12:05:46
11,3,7,2026-04-13 12:05:48
11,3,7,2026-04-13 12:05:48
11,3,7,2026-04-13 12:05:49
11,3,7,2026-04-13 12:05:50
11,3,7,2026-04-13 12:05:51
11,3,7,2026-04-13 12:05:52
11,3,7,2026-04-13 12:05:53
11,3,7,2026-04-13 12:05:55
11,3,7,2026-04-13 12:05:56
11,3,7,2026-04-13 12:05:57
11,3,7,2026-04-13 12:05:58
11,1,9,2026-04-13 12:19:00
11,1,9,2026-04-13 12:19:01
11,1,9,2026-04-13 12:19:02
11,1,9,2026-04-13 12:19:03
11,1,9,2026-04-13 12:19:04
11,1,9,2026-04-13 12:19:05
11,1,9,2026-04-13 12:19:06
11,1,9,2026-04-13 12:19:07
11,1,9,2026-04-13 12:19:08
11,1,9,2026-04-13 12:19:09
11,1,9,2026-04-13 12:19:10
11,1,9,2026-04-13 12:19:11
11,1,9,2026-04-13 12:19:12
11,1,9,2026-04-13 12:19:13
11,1,9,2026-04-13 12:19:14
11,1,9,2026-04-13 12:19:15
11,1,9,2026-04-13 12:19:16
11,1,9,2026-04-13 12:19:17
11,1,9,2026-04-13 12:19:18
11,1,9,2026-04-13 12:19:19
11,1,9,2026-04-13 12:19:20
11,1,9,2026-04-13 12:19:21
11,1,9,2026-04-13 12:19:22
11,1,9,2026-04-13 12:19:23
11,1,9,2026-04-13 12:19:24
11,1,9,2026-04-13 12:19:25
11,1,9,2026-04-13 12:19:26
11,2,8,2026-04-13 12:19:27
11,2,8,2026-04-13 12:19:28
11,2,8,2026-04-13 12:19:29
11,2,8,2026-04-13 12:19:30
11,2,8,2026-04-13 12:19:31
11,2,8,2026-04-13 12:19:32
11,2,8,2026-04-13 12:19:33
11,2,8,2026-04-13 12:19:34
11,2,8,2026-04-13 12:19:35
11,2,8,2026-04-13 12:19:36
11,2,8,2026-04-13 12:19:37
11,2,8,2026-04-13 12:19:38
11,2,8,2026-04-13 12:19:39
11,2,8,2026-04-13 12:19:40
11,2,8,2026-04-13 12:19:41
11,2,8,2026-04-13 12:19:42
11,2,8,2026-04-13 12:19:43
11,2,8,2026-04-13 12:19:44
11,2,8,2026-04-13 12:19:45
11,2,8,2026-04-13 12:19:46
11,2,8,2026-04-13 12:19:47
11,2,8,2026-04-13 12:19:48
11,2,8,2026-04-13 12:19:49
11,2,8,2026-04-13 12:19:50
11,1,9,2026-04-13 12:19:51
11,2,8,2026-04-13 12:19:52
11,2,8,2026-04-13 12:19:53
11,2,8,2026-04-13 12:19:54
11,3,7,2026-04-13 12:19:55
11,3,7,2026-04-13 12:19:56
11,3,7,2026-04-13 12:19:57
11,3,7,2026-04-13 12:19:58
11,3,7,2026-04-13 12:19:59
11,3,7,2026-04-13 12:20:00
11,3,7,2026-04-13 12:20:01
11,3,7,2026-04-13 12:20:02
11,3,7,2026-04-13 12:20:03
11,3,7,2026-04-13 12:20:04
11,3,7,2026-04-13 12:20:05
11,3,7,2026-04-13 12:20:06
11,3,7,2026-04-13 12:20:07
11,3,7,2026-04-13 12:20:08
11,3,7,2026-04-13 12:20:09
11,3,7,2026-04-13 12:20:10
11,3,7,2026-04-13 12:20:11
11,3,7,2026-04-13 12:20:12
11,1,9,2026-04-13 12:24:12
11,1,9,2026-04-13 12:24:13
11,1,9,2026-04-13 12:24:14
11,1,9,2026-04-13 12:24:15
11,1,9,2026-04-13 12:24:16
11,1,9,2026-04-13 12:24:17
11,1,9,2026-04-13 12:24:18
11,1,9,2026-04-13 12:24:19
11,1,9,2026-04-13 12:24:20
11,1,9,2026-04-13 12:24:21
11,1,9,2026-04-13 12:24:22
11,1,9,2026-04-13 12:24:23
11,1,9,2026-04-13 12:24:24
11,1,9,2026-04-13 12:24:25
11,1,9,2026-04-13 12:24:26
11,1,9,2026-04-13 12:24:27
11,1,9,2026-04-13 12:24:28
11,1,9,2026-04-13 12:24:29
11,1,9,2026-04-13 12:24:30
11,1,9,2026-04-13 12:24:31
11,1,9,2026-04-13 12:24:32
11,1,9,2026-04-13 12:24:33
11,1,9,2026-04-13 12:24:34
11,1,9,2026-04-13 12:24:35
11,1,9,2026-04-13 12:24:36
11,1,9,2026-04-13 12:24:37
11,2,8,2026-04-13 12:24:38
11,3,7,2026-04-13 12:24:39
11,2,8,2026-04-13 12:24:40
11,2,8,2026-04-13 12:24:41
11,1,9,2026-04-13 12:24:42
11,1,9,2026-04-13 12:24:43
11,2,8,2026-04-13 12:24:44
11,2,8,2026-04-13 12:24:45
11,1,9,2026-04-13 12:24:46
11,2,8,2026-04-13 12:24:47
11,2,8,2026-04-13 12:24:48
11,1,9,2026-04-13 12:24:49
11,2,8,2026-04-13 12:24:50
11,2,8,2026-04-13 12:24:51
11,2,8,2026-04-13 12:24:52
11,2,8,2026-04-13 12:24:53
11,2,8,2026-04-13 12:24:54
11,2,8,2026-04-13 12:24:55
11,1,9,2026-04-13 12:36:34
11,1,9,2026-04-13 12:36:35
11,1,9,2026-04-13 12:36:36
11,1,9,2026-04-13 12:36:37
11,1,9,2026-04-13 12:36:38
11,1,9,2026-04-13 12:36:39
11,1,9,2026-04-13 12:36:40
11,1,9,2026-04-13 12:36:41
11,1,9,2026-04-13 12:36:42
11,1,9,2026-04-13 12:36:43
11,1,9,2026-04-13 12:36:44
11,1,9,2026-04-13 12:36:45
11,1,9,2026-04-13 12:36:46
11,1,9,2026-04-13 12:36:47
11,1,9,2026-04-13 12:36:48
11,2,8,2026-04-13 12:36:49
11,3,7,2026-04-13 12:36:50
11,3,7,2026-04-13 12:36:51
11,2,8,2026-04-13 12:36:52
11,3,7,2026-04-13 12:36:53
11,1,9,2026-04-13 12:36:54
11,1,9,2026-04-13 12:36:55
11,1,9,2026-04-13 12:36:56
11,3,7,2026-04-13 12:36:57
11,4,6,2026-04-13 12:36:58
11,4,6,2026-04-13 12:36:59
11,3,7,2026-04-13 12:37:00
11,2,8,2026-04-13 12:37:01
11,2,8,2026-04-13 12:37:02
11,2,8,2026-04-13 12:37:03
11,2,8,2026-04-13 12:37:04
11,2,8,2026-04-13 12:37:05
11,2,8,2026-04-13 12:37:06
11,2,8,2026-04-13 12:37:07
11,1,9,2026-04-13 12:41:13
11,1,9,2026-04-13 12:41:14
11,1,9,2026-04-13 12:41:15
11,1,9,2026-04-13 12:41:16
11,1,9,2026-04-13 12:41:17
11,1,9,2026-04-13 12:41:18
11,1,9,2026-04-13 12:41:19
11,1,9,2026-04-13 12:41:20
11,1,9,2026-04-13 12:41:21
11,1,9,2026-04-13 12:41:22
11,1,9,2026-04-13 12:41:23
11,1,9,2026-04-13 12:41:24
11,1,9,2026-04-13 12:41:25
11,1,9,2026-04-13 12:41:26
11,1,9,2026-04-13 12:41:27
11,1,9,2026-04-13 12:41:28
11,1,9,2026-04-13 12:41:29
11,1,9,2026-04-13 12:41:30
11,1,9,2026-04-13 12:41:31
11,1,9,2026-04-13 12:41:32
11,1,9,2026-04-13 12:41:33
11,1,9,2026-04-13 12:41:34
11,1,9,2026-04-13 12:41:35
11,1,9,2026-04-13 12:41:36
11,1,9,2026-04-13 12:41:37
11,1,9,2026-04-13 12:41:38
11,1,9,2026-04-13 12:41:39
11,1,9,2026-04-13 12:41:40
11,1,9,2026-04-13 12:41:41
11,1,9,2026-04-13 12:41:42
11,1,9,2026-04-13 12:41:43
11,1,9,2026-04-13 12:41:44
11,1,9,2026-04-13 12:41:45
11,1,9,2026-04-13 12:41:46
11,1,9,2026-04-13 12:41:47
11,1,9,2026-04-13 12:41:48
11,1,9,2026-04-13 12:41:49
11,1,9,2026-04-13 12:41:50
11,1,9,2026-04-13 12:41:51
11,1,9,2026-04-13 12:41:52
11,1,9,2026-04-13 12:41:53
11,1,9,2026-04-13 12:41:54
11,1,9,2026-04-13 12:41:55
11,1,9,2026-04-13 12:41:56
11,1,9,2026-04-13 12:41:57
11,1,9,2026-04-13 12:41:58
11,1,9,2026-04-13 12:41:59
11,2,8,2026-04-13 12:42:00
11,2,8,2026-04-13 12:42:01
11,2,8,2026-04-13 12:42:02
11,2,8,2026-04-13 12:42:03
11,2,8,2026-04-13 12:42:04
11,2,8,2026-04-13 12:42:05
11,2,8,2026-04-13 12:42:06
11,2,8,2026-04-13 12:42:07
11,2,8,2026-04-13 12:42:08
11,2,8,2026-04-13 12:42:09
11,2,8,2026-04-13 12:42:10
11,2,8,2026-04-13 12:42:11
11,2,8,2026-04-13 12:42:12
11,2,8,2026-04-13 12:42:13
11,2,8,2026-04-13 12:42:14
11,2,8,2026-04-13 12:42:15
11,2,8,2026-04-13 12:42:16
11,2,8,2026-04-13 12:42:17
11,2,8,2026-04-13 12:42:18
11,2,8,2026-04-13 12:42:19
11,2,8,2026-04-13 12:42:20
11,2,8,2026-04-13 12:42:21
11,2,8,2026-04-13 12:42:22
11,2,8,2026-04-13 12:42:23
11,2,8,2026-04-13 12:42:24
11,1,9,2026-04-13 12:42:25
11,2,8,2026-04-13 12:42:26
11,2,8,2026-04-13 12:42:27
11,2,8,2026-04-13 12:42:28
11,2,8,2026-04-13 12:42:29
11,2,8,2026-04-13 12:42:30
11,2,8,2026-04-13 12:42:31
11,2,8,2026-04-13 12:42:32
11,2,8,2026-04-13 12:42:33
11,2,8,2026-04-13 12:42:34
11,2,8,2026-04-13 12:42:35
11,3,7,2026-04-13 12:42:36
11,3,7,2026-04-13 12:42:37
11,3,7,2026-04-13 12:42:38
11,3,7,2026-04-13 12:42:39
11,3,7,2026-04-13 12:42:40
11,3,7,2026-04-13 12:42:41
11,3,7,2026-04-13 12:42:42
11,3,7,2026-04-13 12:42:43
11,3,7,2026-04-13 12:42:44
11,3,7,2026-04-13 12:42:45
11,3,7,2026-04-13 12:42:46
11,0,10,2026-04-13 12:52:23
11,0,10,2026-04-13 12:52:24
11,0,10,2026-04-13 12:52:25
11,0,10,2026-04-13 12:52:26
11,0,10,2026-04-13 12:52:27
11,0,10,2026-04-13 12:52:28
11,0,10,2026-04-13 12:52:29
11,0,10,2026-04-13 12:52:30
11,0,10,2026-04-13 12:52:31
11,0,10,2026-04-13 12:52:32
11,0,10,2026-04-13 12:52:33
11,0,10,2026-04-13 12:52:34
11,0,10,2026-04-13 12:52:35
11,0,10,2026-04-13 12:52:36
11,0,10,2026-04-13 12:52:37
11,0,10,2026-04-13 12:52:38
11,0,10,2026-04-13 12:52:39
11,0,10,2026-04-13 12:52:40
11,0,10,2026-04-13 12:52:41
11,0,10,2026-04-13 12:52:42
11,0,10,2026-04-13 12:52:43
11,1,9,2026-04-13 12:52:44
11,1,9,2026-04-13 12:52:45
11,1,9,2026-04-13 12:52:46
11,1,9,2026-04-13 12:52:47
11,1,9,2026-04-13 12:52:48
11,1,9,2026-04-13 12:52:49
11,1,9,2026-04-13 12:52:50
11,1,9,2026-04-13 12:52:51
11,1,9,2026-04-13 12:52:52
11,1,9,2026-04-13 12:52:53
11,1,9,2026-04-13 12:52:54
11,1,9,2026-04-13 12:52:55
11,1,9,2026-04-13 12:52:56
11,1,9,2026-04-13 12:52:57
11,1,9,2026-04-13 12:52:58
11,1,9,2026-04-13 12:52:59
11,1,9,2026-04-13 12:53:00
11,1,9,2026-04-13 12:53:01
11,1,9,2026-04-13 12:53:02
11,1,9,2026-04-13 12:53:03
11,1,9,2026-04-13 12:53:04
11,1,9,2026-04-13 12:53:05
11,1,9,2026-04-13 12:53:06
11,1,9,2026-04-13 12:53:07
11,1,9,2026-04-13 12:53:08
11,1,9,2026-04-13 12:53:09
11,1,9,2026-04-13 12:53:10
11,1,9,2026-04-13 12:53:11
11,1,9,2026-04-13 12:53:12
11,1,9,2026-04-13 12:53:13
11,1,9,2026-04-13 12:53:14
11,1,9,2026-04-13 12:53:15
11,1,9,2026-04-13 12:53:16
11,1,9,2026-04-13 12:53:17
11,0,10,2026-04-13 13:08:04
11,0,10,2026-04-13 13:08:05
11,0,10,2026-04-13 13:08:06
11,0,10,2026-04-13 13:08:07
11,0,10,2026-04-13 13:08:08
11,0,10,2026-04-13 13:08:09
11,0,10,2026-04-13 13:08:10
11,0,10,2026-04-13 13:08:11
11,0,10,2026-04-13 13:08:12
11,0,10,2026-04-13 13:08:13
11,0,10,2026-04-13 13:08:14
11,0,10,2026-04-13 13:08:15
11,0,10,2026-04-13 13:08:16
11,0,10,2026-04-13 13:08:17
11,0,10,2026-04-13 13:08:18
11,0,10,2026-04-13 13:08:19
11,0,10,2026-04-13 13:08:20
11,0,10,2026-04-13 13:08:21
11,0,10,2026-04-13 13:08:22
11,0,10,2026-04-13 13:08:23
11,0,10,2026-04-13 13:08:24
11,0,10,2026-04-13 13:08:25
11,0,10,2026-04-13 13:08:26
11,0,10,2026-04-13 13:08:27
11,0,10,2026-04-13 13:08:28
11,0,10,2026-04-13 13:08:29
11,0,10,2026-04-13 13:08:30
11,0,10,2026-04-13 13:08:31
11,0,10,2026-04-13 13:08:32
11,0,10,2026-04-13 13:08:33
11,0,10,2026-04-13 13:08:34
11,0,10,2026-04-13 13:08:35
11,0,10,2026-04-13 13:08:36
11,0,10,2026-04-13 13:08:37
11,0,10,2026-04-13 13:08:38
11,0,10,2026-04-13 13:08:39
11,0,10,2026-04-13 13:08:40
11,0,10,2026-04-13 13:08:41
11,0,10,2026-04-13 13:08:42
11,1,9,2026-04-13 13:08:43
11,1,9,2026-04-13 13:08:44
11,1,9,2026-04-13 13:08:45
11,1,9,2026-04-13 13:08:46
11,1,9,2026-04-13 13:08:47
11,1,9,2026-04-13 13:08:48
11,1,9,2026-04-13 13:08:49
11,1,9,2026-04-13 13:08:50
11,1,9,2026-04-13 13:08:51
11,1,9,2026-04-13 13:08:52
11,1,9,2026-04-13 13:08:53
11,1,9,2026-04-13 13:08:54
11,1,9,2026-04-13 13:08:55
11,1,9,2026-04-13 13:08:56
11,1,9,2026-04-13 13:08:57
11,1,9,2026-04-13 13:08:58
11,1,9,2026-04-13 13:08:59
11,1,9,2026-04-13 13:09:00
11,1,9,2026-04-13 13:09:01
11,1,9,2026-04-13 13:09:02
11,1,9,2026-04-13 13:09:03
11,1,9,2026-04-13 13:09:04
11,1,9,2026-04-13 13:09:05
11,2,8,2026-04-13 13:09:06
11,2,8,2026-04-13 13:09:07
11,3,7,2026-04-13 13:09:08
11,2,8,2026-04-13 13:09:09
11,2,8,2026-04-13 13:09:10
11,2,8,2026-04-13 13:09:11
11,2,8,2026-04-13 13:09:12
11,2,8,2026-04-13 13:09:13
11,0,10,2026-04-13 13:09:28
11,0,10,2026-04-13 13:09:29
11,0,10,2026-04-13 13:09:30
11,0,10,2026-04-13 13:09:32
11,0,10,2026-04-13 13:09:33
11,0,10,2026-04-13 13:09:34
11,0,10,2026-04-13 13:09:35
11,0,10,2026-04-13 13:09:36
11,0,10,2026-04-13 13:09:37
11,0,10,2026-04-13 13:09:38
11,0,10,2026-04-13 13:09:44
11,0,10,2026-04-13 13:09:45
11,0,10,2026-04-13 13:09:46
11,0,10,2026-04-13 13:09:47
11,0,10,2026-04-13 13:09:48
11,0,10,2026-04-13 13:09:49
11,0,10,2026-04-13 13:09:50
11,0,10,2026-04-13 13:09:51
11,0,10,2026-04-13 13:09:52
11,0,10,2026-04-13 13:09:53
11,0,10,2026-04-13 13:09:54
11,0,10,2026-04-13 13:10:04
11,0,10,2026-04-13 13:10:05
11,0,10,2026-04-13 13:10:06
11,0,10,2026-04-13 13:10:07
11,0,10,2026-04-13 13:10:08
11,0,10,2026-04-13 13:10:09
11,0,10,2026-04-13 13:10:10
11,0,10,2026-04-13 13:10:11
11,0,10,2026-04-13 13:10:12
11,0,10,2026-04-13 13:10:13
11,0,10,2026-04-13 13:10:14
11,0,10,2026-04-13 13:10:15
11,0,10,2026-04-13 13:10:16
11,0,10,2026-04-13 13:10:17
11,0,10,2026-04-13 13:10:18
11,0,10,2026-04-13 13:10:19
11,0,10,2026-04-13 13:10:20
11,0,10,2026-04-13 13:10:21
11,0,10,2026-04-13 13:10:22
11,0,10,2026-04-13 13:10:23
11,0,10,2026-04-13 13:10:24
11,0,10,2026-04-13 13:10:25
11,0,10,2026-04-13 13:10:26
11,0,10,2026-04-13 13:10:27
11,0,10,2026-04-13 13:10:28
11,0,10,2026-04-13 13:10:35
11,0,10,2026-04-13 13:10:36
11,0,10,2026-04-13 13:10:37
11,0,10,2026-04-13 13:10:38
11,0,10,2026-04-13 13:10:39
11,0,10,2026-04-13 13:10:40
11,0,10,2026-04-13 13:10:41
11,0,10,2026-04-13 13:10:42
11,0,10,2026-04-13 13:10:43
11,0,10,2026-04-13 13:10:44
11,0,10,2026-04-13 13:10:45
11,0,10,2026-04-13 13:10:46
11,0,10,2026-04-13 13:10:47
11,0,10,2026-04-13 13:10:48
11,0,10,2026-04-13 13:10:49
11,1,9,2026-04-13 13:10:50
11,1,9,2026-04-13 13:10:51
11,1,9,2026-04-13 13:10:52
11,1,9,2026-04-13 13:10:53
11,1,9,2026-04-13 13:10:54
11,1,9,2026-04-13 13:10:55
11,1,9,2026-04-13 13:10:56
11,1,9,2026-04-13 13:10:57
11,1,9,2026-04-13 13:10:58
11,1,9,2026-04-13 13:10:59
11,1,9,2026-04-13 13:11:00
11,1,9,2026-04-13 13:11:01
11,1,9,2026-04-13 13:11:02
11,1,9,2026-04-13 13:11:03
11,1,9,2026-04-13 13:11:04
